index,name,expn,status,returncode,duration_sec,stdout_log,stderr_log,track_thresh,low_thresh,iou_thresh,inertia,EG_weight_high_score,EG_weight_low_score,alpha,high_score_matching_thresh,low_score_matching_thresh,TCM_first_step_weight,TCM_byte_step_weight,asso
0,tt50_eg3,hpo_jde_v1_focused_seq_000_tt50_eg3,failed,-11,4.68,tracking_hpo_runs/hpo_jde_v1_focused_seq_20260617_160132/per_config_logs/000_tt50_eg3.stdout.log,tracking_hpo_runs/hpo_jde_v1_focused_seq_20260617_160132/per_config_logs/000_tt50_eg3.stderr.log,0.5,0.1,0.15,0.05,3.0,3.4,0.8,0.8,0.5,1.0,1.0,Height_Modulated_IoU
